filename,complaint,request
train_0096.wav,no,affil
train_0097.wav,no,presta
train_0098.wav,yes,presta
train_0099.wav,no,presta
train_0100.wav,no,presta
train_0101.wav,yes,affil
train_0102.wav,yes,presta
train_0103.wav,no,presta
train_0104.wav,no,affil
train_0105.wav,yes,affil
train_0106.wav,no,presta
train_0107.wav,no,presta
train_0108.wav,yes,presta
train_0109.wav,no,affil
train_0110.wav,yes,presta
train_0111.wav,yes,presta
train_0112.wav,no,presta
train_0113.wav,yes,affil
train_0114.wav,yes,presta
train_0115.wav,no,affil
train_0116.wav,yes,presta
train_0117.wav,no,affil
train_0118.wav,no,affil
train_0119.wav,no,affil
train_0120.wav,no,presta
train_0121.wav,no,affil
train_0122.wav,yes,presta
train_0123.wav,no,affil
train_0124.wav,no,presta
train_0125.wav,no,affil
train_0126.wav,yes,presta
train_0127.wav,no,presta
train_0128.wav,yes,presta
train_0129.wav,no,presta
train_0130.wav,no,affil
train_0131.wav,yes,presta
train_0132.wav,no,presta
train_0133.wav,yes,presta
train_0134.wav,yes,affil
train_0135.wav,no,presta
train_0136.wav,yes,presta
train_0137.wav,yes,affil
train_0138.wav,yes,presta
train_0139.wav,no,presta
train_0140.wav,yes,presta
train_0141.wav,yes,presta
train_0142.wav,no,presta
train_0143.wav,no,presta
train_0144.wav,no,affil
train_0145.wav,no,presta
train_0146.wav,no,affil
train_0147.wav,no,affil
train_0148.wav,no,affil
train_0149.wav,no,affil
train_0150.wav,yes,presta
train_0151.wav,no,presta
train_0152.wav,yes,affil
train_0153.wav,no,affil
train_0154.wav,no,presta
train_0155.wav,yes,affil
train_0156.wav,no,presta
train_0157.wav,yes,presta
train_0158.wav,yes,presta
train_0159.wav,no,affil
train_0160.wav,no,affil
train_0161.wav,no,affil
train_0162.wav,no,affil
train_0163.wav,no,affil
train_0164.wav,yes,affil
train_0165.wav,yes,affil
train_0166.wav,yes,presta
train_0167.wav,yes,presta
train_0168.wav,yes,presta
train_0169.wav,yes,presta
train_0170.wav,yes,affil
train_0171.wav,no,affil
train_0172.wav,no,affil
train_0173.wav,yes,affil
train_0174.wav,no,affil
train_0175.wav,yes,presta
train_0176.wav,no,presta
train_0177.wav,no,affil
train_0178.wav,no,affil
train_0179.wav,no,presta
train_0180.wav,no,presta
train_0181.wav,no,presta
train_0182.wav,no,affil
train_0183.wav,no,affil
train_0184.wav,no,presta
train_0185.wav,no,presta
train_0186.wav,yes,presta
train_0187.wav,yes,affil
train_0188.wav,no,affil
train_0189.wav,no,presta
train_0190.wav,yes,presta
train_0191.wav,no,affil
train_0192.wav,yes,presta
train_0193.wav,no,presta
train_0194.wav,no,presta
train_0195.wav,yes,affil
train_0196.wav,yes,presta
train_0197.wav,no,presta
train_0198.wav,no,affil
train_0199.wav,no,affil
train_0200.wav,yes,presta
train_0201.wav,no,presta
train_0202.wav,no,presta
train_0203.wav,no,affil
train_0204.wav,yes,affil
train_0205.wav,yes,presta
train_0206.wav,yes,presta
train_0207.wav,no,presta
train_0208.wav,no,presta
train_0209.wav,no,affil
train_0210.wav,no,affil
train_0211.wav,no,presta
train_0212.wav,yes,presta
train_0213.wav,no,affil
train_0214.wav,no,affil
train_0215.wav,no,presta
train_0216.wav,no,affil
train_0217.wav,no,presta
train_0218.wav,no,affil
train_0219.wav,no,presta
train_0220.wav,yes,presta
train_0221.wav,yes,presta
train_0222.wav,no,presta
train_0223.wav,no,affil
train_0224.wav,no,presta
train_0225.wav,yes,presta
train_0226.wav,no,presta
train_0227.wav,yes,presta
train_0228.wav,no,presta
train_0229.wav,no,presta
train_0230.wav,yes,presta
train_0231.wav,yes,presta
train_0232.wav,no,presta
train_0233.wav,yes,presta
train_0234.wav,no,affil
train_0235.wav,no,affil
train_0236.wav,no,affil
train_0237.wav,no,presta
train_0238.wav,yes,presta
train_0239.wav,no,affil
train_0240.wav,no,presta
train_0241.wav,no,presta
train_0242.wav,no,presta
train_0243.wav,no,presta
train_0244.wav,yes,affil
train_0245.wav,no,presta
train_0246.wav,no,presta
train_0247.wav,yes,presta
train_0248.wav,no,affil
train_0249.wav,no,presta
train_0250.wav,yes,affil
train_0251.wav,no,affil
train_0252.wav,yes,affil
train_0253.wav,yes,presta
train_0254.wav,no,affil
train_0255.wav,no,presta
train_0256.wav,yes,presta
train_0257.wav,no,presta
train_0258.wav,no,presta
train_0259.wav,yes,presta
train_0260.wav,no,affil
train_0261.wav,no,affil
train_0262.wav,no,affil
train_0263.wav,no,presta
train_0264.wav,yes,affil
train_0265.wav,no,affil
train_0266.wav,yes,presta
train_0267.wav,no,presta
train_0268.wav,yes,presta
train_0269.wav,no,presta
train_0270.wav,no,presta
train_0271.wav,no,affil
train_0272.wav,yes,affil
train_0273.wav,no,presta
train_0274.wav,no,presta
train_0275.wav,yes,presta
train_0276.wav,yes,presta
train_0277.wav,no,affil
train_0278.wav,no,affil
train_0279.wav,yes,affil
train_0280.wav,yes,presta
train_0281.wav,no,presta
train_0282.wav,no,presta
train_0283.wav,no,presta
train_0284.wav,no,affil
train_0285.wav,yes,presta
train_0286.wav,no,presta
train_0287.wav,yes,presta
train_0288.wav,yes,presta
train_0289.wav,yes,presta
train_0290.wav,yes,presta
train_0291.wav,yes,affil
train_0292.wav,yes,presta
train_0293.wav,no,affil
train_0294.wav,yes,presta
train_0295.wav,no,affil
train_0296.wav,no,presta
train_0297.wav,yes,presta
train_0298.wav,no,presta
train_0299.wav,no,affil
train_0300.wav,yes,presta
train_0301.wav,yes,presta
train_0302.wav,yes,presta
train_0303.wav,no,affil
train_0304.wav,no,presta
train_0305.wav,no,presta
train_0306.wav,yes,presta
train_0307.wav,yes,affil
train_0308.wav,yes,affil
train_0309.wav,no,presta
train_0310.wav,yes,presta
train_0311.wav,no,affil
train_0312.wav,yes,presta
train_0313.wav,no,affil
train_0314.wav,no,affil
train_0315.wav,yes,presta
train_0316.wav,no,affil
train_0317.wav,no,affil
train_0318.wav,yes,presta
train_0319.wav,yes,presta
train_0320.wav,yes,presta
train_0321.wav,yes,affil
train_0322.wav,no,affil
train_0323.wav,no,affil
train_0324.wav,no,presta
train_0325.wav,yes,presta
train_0326.wav,no,affil
train_0327.wav,yes,presta
train_0328.wav,no,affil
train_0329.wav,yes,presta
train_0330.wav,no,affil
train_0331.wav,yes,presta
train_0332.wav,no,affil
train_0333.wav,yes,affil
train_0334.wav,no,affil
train_0335.wav,no,presta
train_0336.wav,yes,affil
train_0337.wav,yes,affil
train_0338.wav,yes,presta
train_0339.wav,yes,presta
train_0340.wav,yes,affil
train_0341.wav,no,presta
train_0342.wav,no,affil
train_0343.wav,no,presta
train_0344.wav,no,presta
train_0345.wav,no,presta
train_0346.wav,no,presta
train_0347.wav,no,affil
train_0348.wav,yes,presta
train_0349.wav,no,presta
train_0350.wav,yes,presta
train_0351.wav,yes,presta
train_0352.wav,no,presta
train_0353.wav,yes,affil
train_0354.wav,no,affil
train_0355.wav,no,presta
train_0356.wav,no,affil
train_0357.wav,yes,presta
train_0358.wav,no,presta
train_0359.wav,no,affil
train_0360.wav,yes,presta
train_0361.wav,yes,presta
train_0362.wav,no,affil
train_0363.wav,yes,presta
train_0364.wav,no,affil
train_0365.wav,no,presta
train_0366.wav,no,presta
train_0367.wav,yes,affil
train_0368.wav,no,affil
train_0369.wav,yes,presta
train_0370.wav,no,affil
train_0371.wav,no,affil
train_0372.wav,no,presta
train_0373.wav,yes,affil
train_0374.wav,no,affil
train_0375.wav,yes,affil
train_0376.wav,no,presta
train_0377.wav,no,presta
train_0378.wav,yes,presta
train_0379.wav,yes,presta
train_0380.wav,no,affil
train_0381.wav,yes,presta
train_0382.wav,no,presta
train_0383.wav,yes,presta
train_0384.wav,yes,presta
train_0385.wav,no,affil
train_0386.wav,no,presta
train_0387.wav,yes,affil
train_0388.wav,no,presta
train_0389.wav,no,presta
train_0390.wav,no,presta
train_0391.wav,yes,affil
train_0392.wav,yes,presta
train_0393.wav,no,presta
train_0394.wav,no,presta
train_0395.wav,no,affil
train_0396.wav,no,presta
train_0397.wav,no,presta
train_0398.wav,yes,affil
train_0399.wav,no,affil
train_0400.wav,yes,presta
train_0401.wav,yes,presta
train_0402.wav,yes,presta
train_0403.wav,no,affil
train_0404.wav,no,affil
train_0405.wav,yes,presta
train_0406.wav,no,presta
train_0407.wav,no,affil
train_0408.wav,yes,affil
train_0409.wav,no,affil
train_0410.wav,no,affil
train_0411.wav,no,presta
train_0412.wav,yes,affil
train_0413.wav,yes,affil
train_0414.wav,no,affil
train_0415.wav,yes,presta
train_0416.wav,no,presta
train_0417.wav,no,presta
train_0418.wav,yes,presta
train_0419.wav,yes,affil
train_0420.wav,yes,presta
train_0421.wav,no,affil
train_0422.wav,yes,presta
train_0423.wav,yes,presta
train_0424.wav,no,presta
train_0425.wav,no,presta
train_0426.wav,no,presta
train_0427.wav,yes,presta
train_0428.wav,no,presta
train_0429.wav,yes,affil
train_0430.wav,no,affil
train_0431.wav,no,affil
train_0432.wav,no,presta
train_0433.wav,yes,presta
train_0434.wav,no,presta
train_0435.wav,yes,affil
train_0436.wav,yes,affil
train_0437.wav,yes,presta
train_0438.wav,no,presta
train_0439.wav,no,affil
train_0440.wav,no,affil
train_0441.wav,no,affil
train_0442.wav,no,affil
train_0443.wav,yes,affil
train_0444.wav,no,presta
train_0445.wav,yes,presta
train_0446.wav,no,affil
train_0447.wav,no,presta
train_0448.wav,yes,affil
train_0449.wav,yes,affil
train_0450.wav,yes,affil
train_0451.wav,no,presta
train_0452.wav,no,affil
train_0453.wav,no,affil
train_0454.wav,no,affil
train_0455.wav,no,presta
train_0456.wav,no,affil
train_0457.wav,no,affil
train_0458.wav,yes,presta
train_0459.wav,no,presta
train_0460.wav,yes,presta
train_0461.wav,no,presta
train_0462.wav,yes,presta
train_0463.wav,yes,presta
train_0464.wav,no,affil
train_0465.wav,no,presta
train_0466.wav,no,presta
train_0467.wav,yes,affil
train_0468.wav,no,affil
train_0469.wav,yes,presta
train_0470.wav,yes,presta
train_0471.wav,no,affil
train_0472.wav,no,affil
train_0473.wav,no,presta
train_0474.wav,yes,presta
train_0475.wav,no,affil
train_0476.wav,yes,affil
train_0477.wav,no,presta
train_0478.wav,no,affil
train_0479.wav,no,affil
train_0480.wav,yes,presta
train_0481.wav,no,presta
train_0482.wav,yes,presta
train_0483.wav,yes,presta
train_0484.wav,no,affil
train_0485.wav,no,affil
train_0486.wav,yes,affil
train_0487.wav,no,presta
train_0488.wav,yes,affil
train_0489.wav,no,presta
train_0490.wav,yes,affil
train_0491.wav,no,presta
train_0492.wav,yes,affil
train_0493.wav,yes,affil
train_0494.wav,yes,presta
train_0495.wav,yes,affil
train_0496.wav,no,affil
train_0497.wav,no,affil
train_0498.wav,yes,presta
train_0499.wav,no,affil
train_0500.wav,no,affil
train_0501.wav,no,affil
train_0502.wav,no,presta
train_0503.wav,yes,presta
train_0504.wav,no,affil
train_0505.wav,no,presta
train_0506.wav,no,presta
train_0507.wav,yes,presta
train_0508.wav,yes,presta
train_0509.wav,yes,affil
train_0510.wav,no,affil
train_0511.wav,no,affil
train_0512.wav,no,presta
train_0513.wav,no,affil
train_0514.wav,no,affil
train_0515.wav,no,affil
train_0516.wav,no,affil
train_0517.wav,no,affil
train_0518.wav,no,presta
train_0519.wav,no,presta
train_0520.wav,no,affil
train_0521.wav,no,affil
train_0522.wav,yes,presta
train_0523.wav,yes,affil
train_0524.wav,yes,affil
train_0525.wav,no,presta
train_0526.wav,yes,affil
train_0527.wav,no,presta
train_0528.wav,yes,affil
train_0529.wav,yes,presta
train_0530.wav,no,affil
train_0531.wav,no,presta
train_0532.wav,no,affil
train_0533.wav,no,affil
train_0534.wav,yes,presta
train_0535.wav,no,affil
train_0536.wav,no,presta
train_0537.wav,no,affil
train_0538.wav,no,affil
train_0539.wav,no,affil
train_0540.wav,yes,affil
train_0541.wav,yes,presta
train_0542.wav,yes,affil
train_0543.wav,no,presta
train_0544.wav,no,presta
train_0545.wav,no,presta
train_0546.wav,no,presta
train_0547.wav,yes,affil
train_0548.wav,no,presta
train_0549.wav,no,presta
train_0550.wav,no,affil
train_0551.wav,no,affil
train_0552.wav,no,affil
train_0553.wav,no,affil
train_0554.wav,no,presta
train_0555.wav,yes,affil
train_0556.wav,yes,affil
train_0557.wav,yes,presta
train_0558.wav,no,presta
train_0559.wav,no,affil
train_0560.wav,yes,presta
train_0561.wav,no,affil
train_0562.wav,no,presta
train_0563.wav,no,presta
train_0564.wav,no,presta
train_0565.wav,yes,affil
train_0566.wav,no,affil
train_0567.wav,no,affil
train_0568.wav,yes,affil
train_0569.wav,yes,presta
train_0570.wav,no,affil
train_0571.wav,no,affil
train_0572.wav,no,presta
train_0573.wav,yes,affil
train_0574.wav,no,presta
train_0575.wav,no,affil
train_0576.wav,yes,presta
train_0577.wav,yes,affil
train_0578.wav,no,affil
train_0579.wav,yes,presta
train_0580.wav,yes,affil
train_0581.wav,no,affil
train_0582.wav,yes,affil
train_0583.wav,no,affil
train_0584.wav,yes,affil
train_0585.wav,no,presta
train_0586.wav,no,affil
train_0587.wav,no,presta
train_0588.wav,no,affil
train_0589.wav,no,presta
train_0590.wav,no,presta
train_0591.wav,no,affil
train_0592.wav,no,presta
train_0593.wav,yes,affil
train_0594.wav,yes,affil
train_0595.wav,no,presta
train_0596.wav,yes,affil
train_0597.wav,yes,presta
train_0598.wav,no,presta
train_0599.wav,yes,presta
train_0600.wav,yes,presta
train_0601.wav,no,presta
train_0602.wav,yes,presta
train_0603.wav,yes,presta
train_0604.wav,no,presta
train_0605.wav,no,presta
train_0606.wav,yes,affil
train_0607.wav,yes,presta
train_0608.wav,yes,presta
train_0609.wav,yes,affil
train_0610.wav,yes,presta
train_0611.wav,no,presta
train_0612.wav,yes,affil
train_0613.wav,no,presta
train_0614.wav,no,presta
train_0615.wav,yes,affil
train_0616.wav,no,presta
train_0617.wav,no,affil
train_0618.wav,no,presta
train_0619.wav,no,presta
train_0620.wav,no,presta
train_0621.wav,yes,affil
train_0622.wav,no,presta
train_0623.wav,no,presta
train_0624.wav,yes,presta
train_0625.wav,no,affil
train_0626.wav,no,affil
train_0627.wav,yes,affil
train_0628.wav,no,affil
train_0629.wav,no,presta
train_0630.wav,no,affil
train_0631.wav,no,presta
train_0632.wav,no,affil
train_0633.wav,yes,presta
train_0634.wav,no,affil
train_0635.wav,yes,presta
train_0636.wav,yes,presta
train_0637.wav,yes,presta
train_0638.wav,no,affil
train_0639.wav,no,affil
train_0640.wav,no,presta
train_0641.wav,no,presta
train_0642.wav,yes,presta
train_0643.wav,yes,affil
train_0644.wav,no,presta
train_0645.wav,no,presta
train_0646.wav,no,affil
train_0647.wav,no,affil
train_0648.wav,no,affil
train_0649.wav,no,affil
train_0650.wav,yes,affil
train_0651.wav,no,presta
train_0652.wav,yes,affil
train_0653.wav,no,affil
train_0654.wav,yes,presta
train_0655.wav,yes,affil
train_0656.wav,yes,presta
train_0657.wav,yes,affil
train_0658.wav,no,affil
train_0659.wav,no,presta
train_0660.wav,no,affil
train_0661.wav,yes,presta
train_0662.wav,yes,presta
train_0663.wav,no,presta
train_0664.wav,no,affil
train_0665.wav,no,affil
train_0666.wav,yes,presta
train_0667.wav,yes,affil
train_0668.wav,yes,presta
train_0669.wav,yes,affil
train_0670.wav,yes,affil
train_0671.wav,yes,presta
train_0672.wav,yes,presta
train_0673.wav,yes,presta
train_0674.wav,yes,affil
train_0675.wav,no,presta
train_0676.wav,no,presta
train_0677.wav,no,presta
train_0678.wav,yes,affil
train_0679.wav,no,affil
train_0680.wav,no,presta
train_0681.wav,yes,presta
train_0682.wav,yes,presta
train_0683.wav,no,presta
train_0684.wav,no,presta
train_0685.wav,yes,affil
train_0686.wav,no,presta
train_0687.wav,no,presta
train_0688.wav,yes,affil
train_0689.wav,yes,affil
train_0690.wav,yes,presta
train_0691.wav,yes,presta
train_0692.wav,no,presta
train_0693.wav,yes,presta
train_0694.wav,yes,presta
train_0695.wav,no,affil
train_0696.wav,no,affil
train_0697.wav,yes,presta
train_0698.wav,no,presta
train_0699.wav,yes,affil
train_0700.wav,no,presta
train_0701.wav,no,presta
train_0702.wav,no,presta
train_0703.wav,yes,affil
train_0704.wav,no,affil
train_0705.wav,yes,affil
train_0706.wav,no,affil
train_0707.wav,no,presta
train_0708.wav,no,presta
train_0709.wav,no,affil
train_0710.wav,yes,presta
train_0711.wav,no,affil
train_0712.wav,no,presta
train_0713.wav,no,affil
train_0714.wav,no,affil
train_0715.wav,yes,affil
train_0716.wav,no,presta
train_0717.wav,yes,presta
train_0718.wav,yes,presta
train_0719.wav,yes,affil
train_0720.wav,yes,presta
train_0721.wav,no,presta
train_0722.wav,no,presta
train_0723.wav,yes,affil
train_0724.wav,no,presta
train_0725.wav,yes,presta
train_0726.wav,no,presta
train_0727.wav,yes,affil
train_0728.wav,yes,presta
train_0729.wav,no,affil
train_0730.wav,yes,presta
train_0731.wav,no,presta
train_0732.wav,no,affil
train_0733.wav,no,affil
train_0734.wav,no,presta
train_0735.wav,no,presta
train_0736.wav,yes,affil
train_0737.wav,no,affil
train_0738.wav,yes,presta
train_0739.wav,no,affil
train_0740.wav,no,presta
train_0741.wav,yes,affil
train_0742.wav,yes,affil
train_0743.wav,no,presta
train_0744.wav,no,presta
train_0745.wav,no,affil
train_0746.wav,no,presta
train_0747.wav,yes,presta
train_0748.wav,no,presta
train_0749.wav,yes,affil
train_0750.wav,no,affil
train_0751.wav,no,affil
train_0752.wav,yes,presta
train_0753.wav,yes,presta
train_0754.wav,yes,affil
train_0755.wav,yes,presta
train_0756.wav,yes,presta
train_0757.wav,no,presta
train_0758.wav,no,affil
train_0759.wav,no,presta
train_0760.wav,yes,presta
train_0761.wav,yes,presta
train_0762.wav,yes,affil
train_0763.wav,no,affil
train_0764.wav,no,affil
train_0765.wav,no,affil
train_0766.wav,no,affil
train_0767.wav,no,affil
train_0768.wav,yes,affil
train_0769.wav,no,presta
train_0770.wav,yes,affil
train_0771.wav,no,affil
train_0772.wav,no,affil
train_0773.wav,no,presta
train_0774.wav,no,affil
train_0775.wav,no,affil
train_0776.wav,no,affil
train_0777.wav,no,presta
train_0778.wav,yes,presta
train_0779.wav,yes,presta
train_0780.wav,no,affil
train_0781.wav,no,presta
train_0782.wav,no,presta
train_0783.wav,no,presta
train_0784.wav,no,presta
train_0785.wav,no,affil
train_0786.wav,yes,presta
train_0787.wav,yes,presta
train_0788.wav,no,affil
train_0789.wav,no,affil
train_0790.wav,no,presta
train_0791.wav,yes,presta
train_0792.wav,yes,presta
train_0793.wav,yes,affil
train_0794.wav,no,affil
train_0795.wav,no,presta
train_0796.wav,no,presta
train_0797.wav,no,affil
train_0798.wav,yes,presta
train_0799.wav,no,affil
train_0800.wav,no,affil
train_0801.wav,no,affil
train_0802.wav,yes,affil
train_0803.wav,no,presta
train_0804.wav,no,affil
train_0805.wav,yes,presta
train_0806.wav,yes,affil
train_0807.wav,no,affil
train_0808.wav,no,affil
train_0809.wav,yes,presta
train_0810.wav,no,affil
train_0811.wav,yes,presta
train_0812.wav,yes,affil
train_0813.wav,yes,affil
train_0814.wav,no,presta
train_0815.wav,yes,presta
train_0816.wav,yes,presta
train_0817.wav,yes,presta
train_0818.wav,no,presta
train_0819.wav,yes,presta
train_0820.wav,yes,affil
train_0821.wav,no,presta
train_0822.wav,no,presta
train_0823.wav,no,presta
train_0824.wav,no,affil
train_0825.wav,no,affil
train_0826.wav,no,presta
train_0827.wav,no,affil
train_0828.wav,yes,affil
train_0829.wav,no,affil
train_0830.wav,no,affil
train_0831.wav,no,presta
train_0832.wav,no,affil
train_0833.wav,yes,presta
train_0834.wav,no,affil
train_0835.wav,yes,affil
train_0836.wav,no,presta
train_0837.wav,no,affil
train_0838.wav,no,affil
train_0839.wav,yes,affil
train_0840.wav,no,affil
train_0841.wav,yes,presta
train_0842.wav,no,presta
train_0843.wav,no,affil
train_0844.wav,no,presta
train_0845.wav,yes,affil
train_0846.wav,yes,affil
train_0847.wav,yes,affil
train_0848.wav,no,affil
train_0849.wav,yes,presta
train_0850.wav,no,affil
train_0851.wav,yes,affil
train_0852.wav,yes,presta
train_0853.wav,no,affil
train_0854.wav,no,affil
train_0855.wav,yes,affil
train_0856.wav,yes,affil
train_0857.wav,yes,presta
train_0858.wav,no,presta
train_0859.wav,no,presta
train_0860.wav,yes,presta
train_0861.wav,no,presta
train_0862.wav,no,affil
train_0863.wav,no,affil
train_0864.wav,yes,presta
train_0865.wav,no,affil
train_0866.wav,no,presta
train_0867.wav,yes,presta
train_0868.wav,yes,presta
train_0869.wav,no,affil
train_0870.wav,no,presta
train_0871.wav,no,affil
train_0872.wav,yes,presta
train_0873.wav,yes,presta
train_0874.wav,no,presta
train_0875.wav,no,affil
train_0876.wav,no,presta
train_0877.wav,no,presta
train_0878.wav,no,affil
train_0879.wav,yes,affil
train_0880.wav,yes,presta
train_0881.wav,no,presta
train_0882.wav,no,affil
train_0883.wav,yes,presta
train_0884.wav,yes,presta
train_0885.wav,no,presta
train_0886.wav,yes,affil
train_0887.wav,yes,presta
train_0888.wav,no,affil
train_0889.wav,no,affil
train_0890.wav,no,affil
train_0891.wav,yes,presta
train_0892.wav,no,presta
train_0893.wav,yes,presta
train_0894.wav,no,presta
train_0895.wav,yes,affil
train_0896.wav,no,affil
train_0897.wav,no,affil
train_0898.wav,no,affil
train_0899.wav,no,affil
train_0900.wav,no,affil
train_0901.wav,no,presta
train_0902.wav,yes,presta
train_0903.wav,no,affil
train_0904.wav,yes,presta
train_0905.wav,no,affil
train_0906.wav,no,presta
train_0907.wav,yes,affil
train_0908.wav,no,presta
train_0909.wav,no,affil
train_0910.wav,no,presta
train_0911.wav,yes,presta
train_0912.wav,no,affil
train_0913.wav,no,affil
train_0914.wav,no,presta
train_0915.wav,no,presta
train_0916.wav,yes,affil
train_0917.wav,yes,affil
train_0918.wav,yes,presta
train_0919.wav,yes,presta
train_0920.wav,yes,presta
train_0921.wav,yes,affil
train_0922.wav,no,affil
train_0923.wav,no,affil
train_0924.wav,no,presta
train_0925.wav,no,affil
train_0926.wav,no,presta
train_0927.wav,yes,presta
train_0928.wav,no,affil
train_0929.wav,no,presta
train_0930.wav,no,affil
train_0931.wav,yes,affil
train_0932.wav,no,presta
train_0933.wav,no,affil
train_0934.wav,no,affil
train_0935.wav,yes,presta
train_0936.wav,no,affil
train_0937.wav,yes,affil
train_0938.wav,no,affil
train_0939.wav,yes,presta
train_0940.wav,no,affil
train_0941.wav,no,affil
train_0942.wav,no,affil
train_0943.wav,no,presta
train_0944.wav,yes,affil
train_0945.wav,no,presta
train_0946.wav,no,affil
train_0947.wav,yes,presta
train_0948.wav,no,affil
train_0949.wav,no,presta
train_0950.wav,no,affil
train_0951.wav,no,affil
train_0952.wav,yes,affil
train_0953.wav,no,affil
train_0954.wav,yes,presta
train_0955.wav,no,affil
train_0956.wav,no,affil
train_0957.wav,no,affil
train_0958.wav,no,presta
train_0959.wav,no,affil
train_0960.wav,yes,presta
train_0961.wav,yes,presta
train_0962.wav,yes,presta
train_0963.wav,no,presta
train_0964.wav,yes,affil
train_0965.wav,yes,affil
train_0966.wav,no,affil
train_0967.wav,no,presta
train_0968.wav,no,affil
train_0969.wav,yes,presta
train_0970.wav,yes,presta
train_0971.wav,yes,affil
train_0972.wav,yes,presta
train_0973.wav,no,presta
train_0974.wav,yes,affil
train_0975.wav,no,affil
train_0976.wav,no,affil
train_0977.wav,no,presta
train_0978.wav,yes,presta
train_0979.wav,no,affil
train_0980.wav,yes,affil
train_0981.wav,yes,presta
train_0982.wav,yes,presta
train_0983.wav,no,affil
train_0984.wav,no,presta
train_0985.wav,yes,presta
train_0986.wav,no,presta
train_0987.wav,no,presta
train_0988.wav,no,presta
train_0989.wav,yes,presta
train_0990.wav,no,affil
train_0991.wav,yes,affil
train_0992.wav,yes,affil
train_0993.wav,no,presta
train_0994.wav,yes,presta
train_0995.wav,yes,presta
train_0996.wav,no,presta
train_0997.wav,no,affil
train_0998.wav,no,affil
train_0999.wav,yes,affil
train_1000.wav,yes,affil
train_1001.wav,yes,presta
train_1002.wav,no,affil
train_1003.wav,no,presta
train_1004.wav,no,affil
train_1005.wav,yes,affil
train_1006.wav,no,affil
train_1007.wav,yes,presta
train_1008.wav,no,presta
train_1009.wav,no,affil
train_1010.wav,no,affil
train_1011.wav,no,presta
train_1012.wav,yes,presta
train_1013.wav,no,presta
train_1014.wav,no,affil
train_1015.wav,no,affil
train_1016.wav,no,presta
train_1017.wav,no,presta
train_1018.wav,no,affil
train_1019.wav,no,affil
train_1020.wav,yes,affil
train_1021.wav,yes,presta
train_1022.wav,no,presta
train_1023.wav,no,affil
train_1024.wav,no,presta
train_1025.wav,yes,affil
train_1026.wav,no,presta
train_1027.wav,yes,presta
train_1028.wav,no,affil
train_1029.wav,no,presta
train_1030.wav,no,presta
train_1031.wav,yes,affil
train_1032.wav,no,affil
train_1033.wav,no,presta
train_1034.wav,yes,presta
train_1035.wav,yes,affil
train_1036.wav,yes,presta
train_1037.wav,no,affil
train_1038.wav,yes,presta
train_1039.wav,yes,presta
train_1040.wav,no,affil
train_1041.wav,no,presta
train_1042.wav,no,affil
train_1043.wav,yes,affil
